Timestamp,Age,Gender,Country,family_history,treatment,no_employees,remote_work,tech_company,care_options,leave,mental_health_consequence,phys_health_consequence,mental_vs_physical,obs_consequence
2014-08-29 07:51:00,49,Male,United States,Yes,No,More than 1000,No,Yes,Yes,Don't know,No,No,Yes,No
2014-08-27 15:35:00,23,Male,United States,No,No,More than 1000,No,No,No,Don't know,No,No,Don't know,No
2014-08-28 04:30:00,29,Male,Poland,No,No,01-May,No,Yes,No,Somewhat difficult,No,Maybe,Yes,No
2014-08-27 23:14:00,27,Male,United States,No,No,26-100,No,Yes,No,Don't know,No,No,Yes,No
2014-08-28 11:54:00,36,Female,United States,No,Yes,Jun-25,Yes,Yes,No,Don't know,Maybe,Maybe,No,No
2014-08-27 16:17:00,30,Female,United States,No,No,100-500,No,Yes,Not sure,Don't know,Maybe,No,Don't know,No
2014-08-27 19:41:00,32,Male,United States,No,Yes,More than 1000,No,Yes,No,Somewhat easy,No,No,Don't know,No
2014-08-27 15:22:00,21,Female,United States,Yes,Yes,26-100,No,Yes,Not sure,Somewhat easy,Yes,No,Don't know,No
2014-08-28 11:15:00,19,Male,Canada,No,Yes,26-100,No,Yes,Not sure,Somewhat difficult,No,No,Don't know,No
2014-08-27 18:43:00,29,Female,Canada,No,Yes,01-May,No,Yes,No,Don't know,Maybe,No,Yes,No
2014-08-27 11:32:00,31,Male,United States,No,Yes,Jun-25,Yes,Yes,No,Don't know,No,No,Don't know,No
2014-08-29 10:05:00,19,Male,Canada,No,No,26-100,Yes,Yes,No,Somewhat easy,No,No,No,No
2014-08-27 15:38:00,28,Male,United States,No,No,Jun-25,No,Yes,No,Don't know,No,No,Don't know,No
2014-08-27 13:39:00,23,Male,United States,Yes,Yes,26-100,Yes,No,No,Somewhat easy,Maybe,No,Yes,No
2014-08-27 11:49:00,26,Female,Poland,No,Yes,26-100,Yes,Yes,Not sure,Very easy,No,No,Yes,No
2014-08-30 07:31:00,33,Male,Croatia,Yes,Yes,Jun-25,Yes,Yes,Yes,Very easy,No,No,Yes,No
2014-08-27 11:51:00,40,Male,United States,Yes,No,More than 1000,Yes,Yes,Yes,Don't know,Yes,Maybe,No,Yes
2014-08-27 15:47:00,26,Female,United States,No,Yes,100-500,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,Yes
2014-08-27 14:10:00,25,Male,Canada,No,No,100-500,No,No,Not sure,Don't know,No,No,No,No
2014-08-28 11:09:00,28,Male,Canada,No,No,Jun-25,No,Yes,Not sure,Very easy,No,No,Yes,No
2014-08-29 20:53:00,43,Male,United States,No,No,500-1000,No,Yes,No,Don't know,No,No,Yes,No
2014-08-28 09:57:00,33,Male,United States,Yes,Yes,01-May,Yes,Yes,Yes,Very difficult,No,No,Yes,Yes
2014-08-28 00:47:00,38,Male,Netherlands,Yes,No,26-100,Yes,Yes,Not sure,Don't know,Maybe,Maybe,Don't know,No
